# energy_now energy_error b_upup b_updown derivative_upup derivative_updown
5.869684348867277635e+00 1.150022268719838944e-04 1.587000000000000077e-01 3.688000000000000167e-01 -1.147456973882299280e-03 -4.275582554669198911e-04
5.869672736231593468e+00 1.143560500534602923e-04 1.587917965579105917e-01 3.688342046604373703e-01 1.959551720887020565e-03 3.614548482744339274e-03
5.869693495857418952e+00 1.158467561900649944e-04 1.586350324202396300e-01 3.685450407818178231e-01 -2.726262327001904417e-03 -2.206284221983878524e-03
5.869594550131684407e+00 1.148307515201041058e-04 1.588531334063997824e-01 3.687215435195765334e-01 -4.304903189478181957e-03 -1.092870594021633224e-03
5.869795951210369012e+00 1.169469981741982055e-04 1.591975256615580370e-01 3.688089731670982641e-01 1.825564677204738256e-03 9.116417842847112122e-04
5.869674024135198565e+00 1.167642716386365064e-04 1.590514804873816579e-01 3.687360418243554872e-01 7.205325225356772360e-04 -6.277716124714061152e-04
5.869641240860348219e+00 1.156255172759338025e-04 1.589938378855788037e-01 3.687862635533531996e-01 -6.492684612169341563e-04 1.531597515480598087e-03
5.869406971756833791e+00 1.157531682541702818e-04 1.590457793624761584e-01 3.686637357521147518e-01 7.132902268836004448e-04 1.022160400765415034e-03
5.869680163065701173e+00 1.147986871513640290e-04 1.589887161443254704e-01 3.685819629200535186e-01 1.385837400391664925e-03 7.484328712337172699e-04
5.869646658798614247e+00 1.146387231688286625e-04 1.588778491522941372e-01 3.685220882903548212e-01 -8.217853952885433326e-04 -1.708536689903894295e-03
5.869815160245622998e+00 1.150485502042223251e-04 1.589435919839172207e-01 3.686587712255471327e-01 9.757488150796688213e-04 -6.495339377465825237e-04
5.869598519413617765e+00 1.156648435775774571e-04 1.588655320787108471e-01 3.687107339405668593e-01 -8.674936324837288803e-05 -9.855870786168452469e-04
5.869398836805954645e+00 1.163992097480750772e-04 1.588724720277707170e-01 3.687895809068562070e-01 -2.225980910708358351e-03 -6.964934406994415265e-04
5.869863476451296691e+00 1.163752046979083595e-04 1.590505505006273856e-01 3.688453003821121623e-01 -3.096779721545317443e-04 -4.280379606313999287e-04
5.869737586960155795e+00 1.146652848000110763e-04 1.590753247383997482e-01 3.688795434189626743e-01 -1.682301409289266086e-03 2.968271850534165424e-04
5.869619104371682994e+00 1.153271517764828364e-04 1.592099088511428895e-01 3.688557972441584010e-01 -2.359481676705854625e-03 2.095451190342600967e-03
5.869669766413621481e+00 1.145078953555098600e-04 1.593986673852793579e-01 3.686881611489309929e-01 6.802056695676127500e-04 -5.467866159847289286e-05
5.869874626420846120e+00 1.150484003869544535e-04 1.593442509317139488e-01 3.686925354418588707e-01 2.158703349408597205e-03 -2.491530537440667104e-04
5.869569181558427218e+00 1.146880071143500403e-04 1.591715546637612611e-01 3.687124676861583961e-01 -1.237694213784834574e-03 -7.029014703618939900e-04
5.869711893275185055e+00 1.145244624991329890e-04 1.592705702008640478e-01 3.687686998037873476e-01 9.681196289079706556e-04 9.088260810585778752e-04
5.869713620422371214e+00 1.151727691490880086e-04 1.591931206305514102e-01 3.686959937173026614e-01 3.625943989504776255e-05 -9.952174195859697647e-04
5.869758199405318955e+00 1.144627128187450594e-04 1.591902198753598063e-01 3.687756111108695389e-01 -2.828226541851108354e-06 2.514060071234780480e-04
5.869970465292321471e+00 1.150731645399766831e-04 1.591904461334831544e-01 3.687554986302996607e-01 5.971316774378010450e-04 1.343651678809010047e-03
5.869469851064775590e+00 1.154430048971277328e-04 1.591426755992881303e-01 3.686480064959949399e-01 -6.773049676667141110e-04 -1.198339916186341725e-03
5.869568702852016706e+00 1.161883994160007005e-04 1.591968599967014675e-01 3.687438736892898472e-01 1.582841058223038782e-03 3.238318058151890000e-04
5.869671284954760537e+00 1.153802599256434645e-04 1.590702327120436244e-01 3.687179671448246321e-01 -2.764440942826240210e-03 2.449549274530227194e-03
5.869716565834164790e+00 1.147001231754060825e-04 1.592913879874697236e-01 3.685220032028622139e-01 3.452608865472938673e-04 -7.201436780235325212e-04
5.869643342135340447e+00 1.145406825576491655e-04 1.592637671165459401e-01 3.685796146971040965e-01 -1.112971403927076608e-03 -8.548489915938261045e-04
5.869539614102210479e+00 1.145104785785269730e-04 1.593528048288601062e-01 3.686480026164316026e-01 -1.929095194697083354e-03 -1.613773026321041254e-03
5.869654840571052468e+00 1.148407618385780812e-04 1.595071324444358729e-01 3.687771044585372859e-01 2.156483169812872802e-03 -1.224069734462318593e-03
5.869817974033288088e+00 1.159100296373208702e-04 1.593346137908508431e-01 3.688750300372942714e-01 -2.330147630402734378e-04 3.933105396924929122e-04
5.869612144371196827e+00 1.150787720281795971e-04 1.593532549718940650e-01 3.688435651941188720e-01 -5.291175497745825851e-04 4.887885651783108187e-04
5.869623431110019496e+00 1.155109162509748011e-04 1.593955843758760316e-01 3.688044621089046071e-01 1.709636787694534870e-03 1.668029181445262804e-03
5.869598726672825784e+00 1.148938409296668833e-04 1.592588134328604688e-01 3.686710197743889861e-01 -9.079696994263030145e-04 -1.935733084934554210e-03
5.869809311458282330e+00 1.149385373956548210e-04 1.593314510088145730e-01 3.688258784211837504e-01 -2.668055021359804890e-03 -7.491079756505313351e-04
5.869717196585534147e+00 1.153623179297155651e-04 1.595448954105233574e-01 3.688858070592357929e-01 1.667289417639494569e-03 3.632490219729333624e-03
5.869424338144699327e+00 1.159584044054643061e-04 1.594115122571121979e-01 3.685952078416574462e-01 -1.144237060657360416e-03 -3.334747766814416103e-03
5.869779560306305655e+00 1.182737713193156255e-04 1.595030512219647867e-01 3.688619876630025995e-01 -1.001898208841112137e-03 2.149053379696397043e-04
5.869714105924757952e+00 1.150788477119060000e-04 1.595832030786720757e-01 3.688447952359650284e-01 1.038522068341762861e-03 1.636106361502243089e-04
5.869577826016810995e+00 1.151909264905677505e-04 1.595001213132047346e-01 3.688317063850730104e-01 9.014028634624081686e-04 -1.077671019089621041e-03
5.869792622926938819e+00 1.147055643733466747e-04 1.594280090841277420e-01 3.689179200666001801e-01 1.045671993438190703e-04 -1.418161588162547559e-04
5.869645600824180853e+00 1.140529975318505635e-04 1.594196437081802364e-01 3.689292653593054805e-01 7.295071213775372598e-05 1.156721474160349317e-03
5.869812031053066370e+00 1.157044425437487190e-04 1.594138076512092161e-01 3.688367276413726525e-01 3.324509822988374729e-03 1.805641147711867017e-03
5.869613710036168719e+00 1.145915429498488866e-04 1.591478468653701461e-01 3.686922763495557032e-01 8.561150011132666630e-04 1.505038049742779332e-03
5.869591553869152101e+00 1.155135168633540947e-04 1.590793576652810848e-01 3.685718733055762808e-01 -3.507545898173702447e-03 -3.525030933815286884e-04
5.869493792759791440e+00 1.153017015301385182e-04 1.593599613371349810e-01 3.686000735530468031e-01 -3.114451629926406461e-03 -1.467747878791669574e-03
5.869750447647028579e+00 1.141779207869602031e-04 1.596091174675290936e-01 3.687174933833501367e-01 2.073226479382128673e-03 9.663642330792753280e-04
5.869528714748022402e+00 1.148363268895661525e-04 1.594432593491785233e-01 3.686401842447037946e-01 -7.366973697742195152e-04 -1.123395243496361218e-03
5.869752737377237573e+00 1.180415869412435498e-04 1.595021951387604608e-01 3.687300558641835035e-01 5.661178192895021543e-05 2.759619111003530200e-03
5.869776146639104297e+00 1.158052374037165381e-04 1.594976661962061448e-01 3.685092863353032211e-01 1.620580114547465200e-04 2.469383808545444481e-04
5.869713790407764087e+00 1.149197489700209604e-04 1.594847015552897651e-01 3.684895312648348575e-01 3.539996118462340313e-03 8.969120557367203954e-04
5.869632533287239440e+00 1.152075956214111165e-04 1.592015018658127778e-01 3.684177783003759199e-01 -6.768748228580533403e-04 1.476797883981362030e-03
5.869576373920899925e+00 1.149407552331046590e-04 1.592556518516414221e-01 3.682996344696574109e-01 -2.179270541802225125e-03 -2.352072314693031969e-04
