# energy_now energy_error b_upup b_updown derivative_upup derivative_updown
1.660391170530878702e+00 3.928537703550558698e-05 1.000000000000000000e+00 2.977000000000000202e-01 0.000000000000000000e+00 1.355811818370966431e-03
1.660312456467661457e+00 3.945869745554170580e-05 1.000000000000000000e+00 2.975915350545303428e-01 0.000000000000000000e+00 -4.105281670163662424e-04
1.660247138909084708e+00 3.948194554164619768e-05 1.000000000000000000e+00 2.976243773078916521e-01 0.000000000000000000e+00 2.263344622832619008e-04
1.660307201159818780e+00 3.946708486925478533e-05 1.000000000000000000e+00 2.976062705509089912e-01 0.000000000000000000e+00 2.041903957028523564e-03
1.660282275039355104e+00 3.946042783817898608e-05 1.000000000000000000e+00 2.974429182343467093e-01 -2.220446049250312758e-11 -6.875242597459418903e-05
1.660268100340187125e+00 3.948985702884726405e-05 1.000000000001776357e+00 2.974484184284246768e-01 0.000000000000000000e+00 6.140695285594688357e-04
1.660268761118096181e+00 3.948642288698195731e-05 1.000000000001776357e+00 2.973992928661399193e-01 0.000000000000000000e+00 3.278004978568560546e-04
1.660304536615245574e+00 3.950282209462315251e-05 1.000000000001776357e+00 2.973730688263113708e-01 0.000000000000000000e+00 -1.813424965746434920e-04
1.660359506145479669e+00 3.946285679262077472e-05 1.000000000001776357e+00 2.973875762260373423e-01 0.000000000000000000e+00 1.152744633081681513e-03
1.660322894657527026e+00 3.953687756463009718e-05 1.000000000001776357e+00 2.972953566553908078e-01 0.000000000000000000e+00 1.965091511735295171e-03
1.660338730485746872e+00 3.948048527482688180e-05 1.000000000001776357e+00 2.971381493344519842e-01 0.000000000000000000e+00 -1.214696343510013186e-04
1.660284935917992533e+00 3.945237774712261151e-05 1.000000000001776357e+00 2.971478669052000643e-01 0.000000000000000000e+00 7.234502996666946099e-04
1.660318371798160220e+00 3.966659324923842644e-05 1.000000000001776357e+00 2.970899908812267287e-01 0.000000000000000000e+00 -9.414921953165843486e-04
1.660309159155607839e+00 3.948536177752255021e-05 1.000000000001776357e+00 2.971653102568520555e-01 0.000000000000000000e+00 1.169049879123917890e-03
1.660312613405645177e+00 3.962853510447538581e-05 1.000000000001776357e+00 2.970717862665221420e-01 0.000000000000000000e+00 7.941397761612732946e-04
1.660344530183497813e+00 3.950283303332599724e-05 1.000000000001776357e+00 2.970082550844292402e-01 0.000000000000000000e+00 3.677983917427240525e-04
1.660369843759282427e+00 3.938061786829945109e-05 1.000000000001776357e+00 2.969788312130898222e-01 0.000000000000000000e+00 -6.996034862538635934e-05
1.660312144409662016e+00 3.963026390851875496e-05 1.000000000001776357e+00 2.969844280409798531e-01 0.000000000000000000e+00 1.438005270415487541e-03
1.660244688772768429e+00 3.962597183301535538e-05 1.000000000001776357e+00 2.968693876193466141e-01 0.000000000000000000e+00 6.979147704200271444e-04
1.660338338944524095e+00 3.966813681788095892e-05 1.000000000001776357e+00 2.968135544377130119e-01 0.000000000000000000e+00 -2.936298537647985540e-04
1.660283450380364956e+00 3.965494944495162437e-05 1.000000000001776357e+00 2.968370448260141958e-01 0.000000000000000000e+00 1.223414036743974975e-04
1.660300213559054994e+00 3.963649380793728767e-05 1.000000000001776357e+00 2.968272575137202440e-01 2.220446049250312758e-11 1.165709773154333107e-03
