# energy_now energy_error b_upup b_updown derivative_upup derivative_updown
3.000429420233961419e+00 4.948935017240064501e-05 1.000000000000000000e+00 3.848150000000000182e-01 0.000000000000000000e+00 -1.136611738061787946e-03
3.000393992693100476e+00 4.946955161384142003e-05 1.000000000000000000e+00 3.849059289390449612e-01 0.000000000000000000e+00 2.865579773470017244e-04
3.000383267094138606e+00 4.936814791332054064e-05 1.000000000000000000e+00 3.848830043008572011e-01 0.000000000000000000e+00 -1.617025624511825082e-03
3.000489514075232123e+00 4.929007459425776319e-05 1.000000000000000000e+00 3.850123663508181471e-01 4.440892098500625515e-11 -1.623489698232560624e-03
3.000336086781324241e+00 4.947459771654927753e-05 9.999999999964472863e-01 3.851422455266767519e-01 0.000000000000000000e+00 7.943333102389259518e-04
3.000332619321051109e+00 4.946632709509137953e-05 9.999999999964472863e-01 3.850786988618576379e-01 0.000000000000000000e+00 5.082200438266681886e-04
3.000411251949584468e+00 4.931155120604196714e-05 9.999999999964472863e-01 3.850380412583515044e-01 0.000000000000000000e+00 -2.225909234709888280e-04
3.000371894191681932e+00 4.942846374521971060e-05 9.999999999964472863e-01 3.850558485322291835e-01 0.000000000000000000e+00 2.074341587388061909e-04
3.000429225929875265e+00 4.937067604201981287e-05 9.999999999964472863e-01 3.850392537995300790e-01 0.000000000000000000e+00 -3.576152263207176842e-04
3.000333600645753940e+00 4.959892508425845214e-05 9.999999999964472863e-01 3.850678630176357364e-01 0.000000000000000000e+00 6.961538012717481986e-04
3.000358193637151949e+00 4.941094383269461322e-05 9.999999999964472863e-01 3.850121707135339966e-01 0.000000000000000000e+00 -1.164467278158554109e-03
3.000484089969392976e+00 4.929045729234797447e-05 9.999999999964472863e-01 3.851053280957866809e-01 0.000000000000000000e+00 -4.285006127702217240e-04
3.000392009786871483e+00 4.929780968925023040e-05 9.999999999964472863e-01 3.851396081448082986e-01 0.000000000000000000e+00 7.321385719905036974e-04
3.000386303576912272e+00 4.940350453782892972e-05 9.999999999964472863e-01 3.850810370590490583e-01 0.000000000000000000e+00 1.078654054964545139e-03
3.000342688478478070e+00 4.954546267618051790e-05 9.999999999964472863e-01 3.849947447346518947e-01 0.000000000000000000e+00 -4.238176032345108437e-04
3.000398852077808431e+00 4.941336460584559942e-05 9.999999999964472863e-01 3.850286501429106556e-01 0.000000000000000000e+00 -1.346401479196401635e-03
3.000394199940316753e+00 4.933095299612553299e-05 9.999999999964472863e-01 3.851363622612463677e-01 0.000000000000000000e+00 1.035035612773071854e-04
3.000445271058282959e+00 4.932003668562360979e-05 9.999999999964472863e-01 3.851280819763441832e-01 0.000000000000000000e+00 -7.974866100823873065e-04
3.000416492517157696e+00 4.935308867512042846e-05 9.999999999964472863e-01 3.851918809051507742e-01 4.440892098500625515e-11 -1.647923753012036979e-03
3.000393676663354992e+00 4.927643511387807450e-05 9.999999999928945726e-01 3.853237148053917371e-01 0.000000000000000000e+00 -3.151519489819065711e-04
3.000488514693654629e+00 4.911148167826883602e-05 9.999999999928945726e-01 3.853489269613102897e-01 0.000000000000000000e+00 -8.126062933655474633e-04
