# energy_now energy_error b_upup b_updown derivative_upup derivative_updown
5.946037956881409237e+00 1.579979606988220339e-04 1.605000000000000038e-01 3.719999999999999973e-01 -7.426967485457679511e-04 -3.223098943294643980e-03
5.946227445542760393e+00 1.567197756925361519e-04 1.605594157398836652e-01 3.722578479154635689e-01 1.143774852607748471e-03 1.302660468383010084e-03
5.946172718397015444e+00 1.565732380841059444e-04 1.604679137516750453e-01 3.721536350779929281e-01 -1.155238216199450108e-03 1.932205062615821372e-03
5.945963658591893797e+00 1.561936074824795491e-04 1.605603328089710014e-01 3.719990586729836624e-01 6.432727239769064909e-04 1.055992182585896444e-03
5.946276221163181219e+00 1.581958217641218369e-04 1.605088709910528488e-01 3.719145792983767906e-01 -2.090901318752003135e-03 -1.646122793630411035e-03
5.945879679034232979e+00 1.583567042109066693e-04 1.606761430965530091e-01 3.720462691218672235e-01 -2.386415953736786832e-03 -3.573658169386817029e-03
5.945989339233527460e+00 1.572516544403105535e-04 1.608670563728519520e-01 3.723321617754181689e-01 8.566787279562503325e-04 -6.177934608331270283e-04
5.946214778824772118e+00 1.595483226057769696e-04 1.607985220746154520e-01 3.723815852522848191e-01 6.797107765521558402e-04 3.360922562478662733e-03
5.945983345575982959e+00 1.567140058896283753e-04 1.607441452124912795e-01 3.721127114472865260e-01 6.354798465224575921e-04 4.425022126497423782e-04
5.946295199884754190e+00 1.579780566230635217e-04 1.606933068247694829e-01 3.720773112702745467e-01 -1.672155747201031556e-03 -1.221684442498371936e-03
5.946164044491050404e+00 1.578360073936781020e-04 1.608270792845455655e-01 3.721750460256744164e-01 3.576571039332065451e-04 1.475034228093363492e-03
5.945904662712069744e+00 1.567742253527589825e-04 1.607984667162309089e-01 3.720570432874269473e-01 -1.003346472572275161e-03 -1.507306812698061332e-03
5.946201695926038866e+00 1.598183364022537302e-04 1.608787344340366909e-01 3.721776278324427922e-01 2.132226839535178171e-04 -1.274239558313183807e-03
5.946063131491090559e+00 1.568288933892689999e-04 1.608616766193204095e-01 3.722795669971078469e-01 -6.592860479770479287e-04 1.294331752887956100e-03
5.946119184481624131e+00 1.583672857036386953e-04 1.609144195031585733e-01 3.721760204568768104e-01 -1.379823189040507497e-03 -7.351061981353267409e-04
5.945919735693196984e+00 1.569024800006602819e-04 1.610248053582818140e-01 3.722348289527276366e-01 1.587531883728843241e-04 1.584511721830494718e-03
5.946093202278994738e+00 1.578266976496878735e-04 1.610121051032119832e-01 3.721080680149811970e-01 2.693404344000782224e-03 2.005431909424260084e-03
5.945929833624215455e+00 1.595421796589313254e-04 1.607966327556919206e-01 3.719476334622272562e-01 -2.400597054474928882e-03 -1.014766048967885446e-04
5.945763806013246722e+00 1.608149915634599569e-04 1.609886805200499149e-01 3.719557515906189993e-01 7.837745563676888931e-04 1.381678771394944999e-03
5.945967677073649149e+00 1.583241472101454381e-04 1.609259785555404998e-01 3.718452172889074037e-01 -2.187459902103228160e-03 8.364619219491941119e-04
5.946142652072467172e+00 1.589994417464783726e-04 1.611009753477087580e-01 3.717783003351514681e-01 -3.945149984474482520e-04 9.822443303164618555e-04
5.946420418899840854e+00 1.594968705871622485e-04 1.611325365475845539e-01 3.716997207887261512e-01 -6.928604356915001343e-04 -3.893766198359571175e-04
5.946145053039266770e+00 1.579659825193620759e-04 1.611879653824398739e-01 3.717308709183130278e-01 -5.984531981084728613e-04 -2.454023917408676425e-03
5.946036286438350693e+00 1.578087861847194621e-04 1.612358416382885518e-01 3.719271928317057219e-01 3.662169234530665020e-04 2.584421121554214551e-03
5.946218823377846796e+00 1.591769089977871385e-04 1.612065442844123064e-01 3.717204391419813847e-01 9.217139051997945724e-04 -2.769873219676810126e-06
5.946131481679115538e+00 1.583807400677241287e-04 1.611328071719963229e-01 3.717206607318389588e-01 -5.893326715522562154e-04 2.309582480819472039e-03
5.945980528277515553e+00 1.578310299380302590e-04 1.611799537857205034e-01 3.715358941333734011e-01 -3.035822260244458448e-04 1.304416041847389351e-03
5.946140668681608510e+00 1.574122593703194690e-04 1.612042403638024590e-01 3.714315408500256099e-01 -8.513179494684662866e-04 -2.411526089929338652e-04
5.946177234637309184e+00 1.578991849497601786e-04 1.612723457997599363e-01 3.714508330587450446e-01 7.288702974506122700e-05 1.276937044991655057e-03
