# energy_now energy_error b_upup b_updown derivative_upup derivative_updown
2.018240733417955468e+01 3.537969442852627474e-04 2.320000000000000118e-01 5.449000000000000510e-01 -9.550731761009955160e-04 6.088181692120996601e-03
2.018192595492001118e+01 3.533145553463034748e-04 2.320764058540880914e-01 5.444129454646303712e-01 -6.684127740186339948e-03 -2.670836352081095832e-03
2.018255247239030581e+01 3.520359981682158338e-04 2.326111360733029987e-01 5.446266123727968589e-01 -1.893056023050121222e-03 1.072553601488834829e-03
2.018238579811858813e+01 3.560982700578997130e-04 2.327625805551470084e-01 5.445408080846777521e-01 -4.800879693789283920e-03 -2.220675909825331473e-03
2.018204307818864152e+01 3.533787290616272623e-04 2.331466509306501511e-01 5.447184621574637786e-01 -2.050592229352332652e-03 1.769824109487671887e-03
2.018242476202202695e+01 3.527938851330160441e-04 2.333106983089983377e-01 5.445768762287047648e-01 -4.954758381359170016e-03 -3.623855349133009007e-03
2.018285777296156169e+01 3.527179692780257393e-04 2.337070789795070713e-01 5.448667846566354056e-01 3.001058601626027233e-03 6.725783663341643702e-03
2.018289698368840845e+01 3.540649104017555733e-04 2.334669942913769891e-01 5.443287219635680740e-01 -9.264223166383088763e-04 2.266265397565803141e-03
2.018245353488244120e+01 3.535189814133444576e-04 2.335411080767080538e-01 5.441474207317628098e-01 3.164684159173702504e-03 4.870639713772106916e-03
2.018231574172526521e+01 3.511096506046594502e-04 2.332879333439741576e-01 5.437577695546610412e-01 3.826272632068138972e-07 -5.069296094006858088e-05
2.018171551513639272e+01 3.574090823202676201e-04 2.332879027337931011e-01 5.437618249915362467e-01 -3.525276781601859987e-03 -3.324908703916662055e-03
2.018214706500456046e+01 3.506949240295340682e-04 2.335699248763212499e-01 5.440278176878495797e-01 5.041055572974073584e-04 -1.393751958289612741e-03
2.018198758320255948e+01 3.490230616549040645e-04 2.335295964317374573e-01 5.441393178445127488e-01 2.123104536622122396e-03 1.355560286242507356e-03
2.018159333726276472e+01 3.526558255398227039e-04 2.333597480688076875e-01 5.440308730216133482e-01 9.496734065805866347e-04 1.349717493326352052e-03
2.018209901179896804e+01 3.497127854404926089e-04 2.332837741962812406e-01 5.439228956221472400e-01 -2.900341300460240312e-03 1.663517323891028138e-03
2.018265722993107403e+01 3.504313654950495967e-04 2.335158015003180598e-01 5.437898142362359577e-01 1.685454975586253351e-03 -1.134424110205145553e-03
2.018203400159714533e+01 3.572759746221560351e-04 2.333809651022711595e-01 5.438805681650523693e-01 1.208615429959536278e-04 -7.621476783015167537e-04
2.018241781924495371e+01 3.504128310513435511e-04 2.333712961788314832e-01 5.439415399793164907e-01 -1.032223195807091407e-04 6.939134777894650184e-03
2.018134822709980014e+01 3.528989849464776035e-04 2.333795539643979400e-01 5.433864091970849186e-01 8.816332552896709611e-04 1.273712868510301632e-03
2.018181484968328121e+01 3.524723885649158617e-04 2.333090233039747663e-01 5.432845121676040945e-01 -4.071893400237058813e-03 -2.681807131921231779e-03
2.018201195427683103e+01 3.501297652118555447e-04 2.336347747759937310e-01 5.434990567381577931e-01 -5.416427129034672404e-03 -2.662388709495644001e-03
2.018180334944934629e+01 3.533006443446763244e-04 2.340680889463165049e-01 5.437120478349174446e-01 3.123887637457300592e-03 2.361796092031909211e-03
2.018256197013562314e+01 3.526622694058356450e-04 2.338181779353199208e-01 5.435231041475548919e-01 -5.247406065223003679e-03 -2.323400849491008557e-03
2.018195368694036418e+01 3.508333058764302433e-04 2.342379704205377611e-01 5.437089762155141726e-01 -2.219491435084819386e-03 -4.671161235592080629e-03
2.018224188357171656e+01 3.493217040869290983e-04 2.344155297353445466e-01 5.440826691143615390e-01 9.366125652832123260e-05 2.943031418567442891e-03
2.018237006186893723e+01 3.514743651361854505e-04 2.344080368348222809e-01 5.438472266008761435e-01 -6.397943508318348904e-04 -1.905396729284802642e-03
2.018329766375843093e+01 3.526401213142747997e-04 2.344592203828888277e-01 5.439996583392189278e-01 5.086939225407149934e-03 1.526336745882872275e-03
2.018139007861000778e+01 3.515932100938606365e-04 2.340522652448562557e-01 5.438775513995482980e-01 1.663976689769697042e-03 -5.386815615793238109e-03
2.018258435591664224e+01 3.523979222572282762e-04 2.339191471096746799e-01 5.443084966488117571e-01 2.338988380756745755e-03 7.044590688565220997e-04
2.018182255797499991e+01 3.530489454197462454e-04 2.337320280392141403e-01 5.442521399233032353e-01 1.614871791844052279e-03 2.950700306314501652e-03
2.018196012457325139e+01 3.509021660442027970e-04 2.336028382958666161e-01 5.440160838987980751e-01 -4.071570458563655848e-03 3.160472772378852390e-03
2.018203097770425813e+01 3.526422896613019592e-04 2.339285639325517085e-01 5.437632460770077669e-01 1.694375839633721409e-03 3.985893570757070847e-03
2.018195004651714441e+01 3.544477294308625301e-04 2.337930138653810108e-01 5.434443745913472013e-01 -1.673781113709082785e-03 -2.244382102389863576e-03
2.018186473053964392e+01 3.530016297859687948e-04 2.339269163544777375e-01 5.436239251595383903e-01 7.954437108992350484e-04 2.556188505309364700e-03
2.018175937473050396e+01 3.518914587542003813e-04 2.338632808576057986e-01 5.434194300791136412e-01 -1.881711142459607583e-03 -3.762289324527045686e-03
2.018241152447789943e+01 3.604168087357579003e-04 2.340138177490025673e-01 5.437204132250758049e-01 -9.174769388664570950e-04 -1.505884839048121432e-03
2.018213387733036157e+01 3.515599300512120291e-04 2.340872159041118838e-01 5.438408840121996546e-01 3.678433557752213714e-04 -6.447155698197093443e-04
2.018199943613447545e+01 3.503355090415858058e-04 2.340577884356498661e-01 5.438924612577852313e-01 -8.266951567748036548e-04 1.440456642853859886e-03
2.018225212982931893e+01 3.556041842505429699e-04 2.341239240481918504e-01 5.437772247263569225e-01 1.778569824750775080e-03 3.364078082768173338e-03
2.018262500581985108e+01 3.507154340591814800e-04 2.339816384622117884e-01 5.435080984797354686e-01 -4.126920671865264012e-03 -3.684131399950274065e-03
2.018255724038561283e+01 3.508840100910725463e-04 2.343117921159610095e-01 5.438028289917314906e-01 -7.663913947908440605e-05 1.058381826624099495e-04
2.018197791935416063e+01 3.587533070576902133e-04 2.343179232471193363e-01 5.437943619371184978e-01 -2.098752105439416482e-03 -1.738398580641842056e-03
2.018272757385144445e+01 3.585311968170049545e-04 2.344858234155544896e-01 5.439334338235698452e-01 1.723204334780348073e-03 2.423352540859013970e-03
2.018223578389802952e+01 3.529603329110737441e-04 2.343479670687720617e-01 5.437395656203011240e-01 2.277951693940849509e-03 2.456918224424953223e-04
2.018162147193305955e+01 3.539120482243487313e-04 2.341657309332567938e-01 5.437199102745057244e-01 -1.261908266769751208e-03 -3.667596004675032894e-03
