# energy_now energy_error b_upup b_updown derivative_upup derivative_updown
1.180243550511022477e+01 2.031208262268296494e-04 1.749499999999999944e-01 3.969500000000000250e-01 -3.814404792024105885e-04 4.044249912737996056e-03
1.180200006463805629e+01 2.040294673019699546e-04 1.749805152383361873e-01 3.966264600069809854e-01 -2.019062961267081846e-03 -6.364554572257929109e-03
1.180157260923586371e+01 2.041016226127382108e-04 1.751420402752375538e-01 3.971356243727616198e-01 2.286731159983901307e-03 5.694202442896311410e-03
1.180213892014738697e+01 2.037321381419377288e-04 1.749591017824388417e-01 3.966800881773299148e-01 2.306868474022394366e-03 -4.212662041425119241e-03
1.180199371008028919e+01 2.168710746909313007e-04 1.747745523045170501e-01 3.970171011406439243e-01 1.423637208119998615e-03 -4.832624966866205254e-04
1.180155619887953122e+01 2.049410072360846580e-04 1.746606613278674502e-01 3.970557621403788540e-01 -4.610729575915683431e-05 -2.501240459196196753e-03
1.180190495230367809e+01 2.038206761558409360e-04 1.746643499115281828e-01 3.972558613771145497e-01 4.686469701198348048e-03 7.083128039653273887e-03
1.180158584557100099e+01 2.043471001909969516e-04 1.742894323354323149e-01 3.966892111339422877e-01 -5.982526651848728803e-03 -6.008788488998106046e-03
1.180228664554217666e+01 2.040870025087934247e-04 1.747680344675802133e-01 3.971699142130621363e-01 2.826020484292257173e-03 8.187466349340866145e-03
1.180163671470422670e+01 2.045048849953577782e-04 1.745419528288368327e-01 3.965149169051148670e-01 -2.268674137440029610e-04 -4.746627624285792990e-03
1.180209997213062501e+01 2.039400562093024872e-04 1.745601022219363530e-01 3.968946471150577304e-01 -3.102829460033262442e-03 -5.659806845415005228e-04
1.180192990354593441e+01 2.045039764864628462e-04 1.748083285787390140e-01 3.969399255698210505e-01 2.272968124827912106e-03 3.854140118164650088e-04
1.180179587455618595e+01 2.064712254566559036e-04 1.746264911287527810e-01 3.969090924488757333e-01 -1.893374879102793567e-03 -1.992203557676930359e-03
1.180190886708665587e+01 2.050069194442907046e-04 1.747779611190810045e-01 3.970684687334898877e-01 1.487741307926171213e-03 -1.030071494767526019e-03
1.180187076048895101e+01 2.060314945821306956e-04 1.746589418144469108e-01 3.971508744530712898e-01 4.067550030129041261e-03 4.900738126423220820e-03
1.180200844266067861e+01 2.048101431427117264e-04 1.743335378120365875e-01 3.967588154029574321e-01 -1.256532122795306350e-03 -3.528577785516517473e-03
1.180247910864595084e+01 2.037213297354409879e-04 1.744340603818602120e-01 3.970411016257987535e-01 2.507382745875474939e-03 4.888145355153028504e-03
